"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 12:00:06","2021-06-04 12:00","2021-06-04 13:00"
국문,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 10:00:03","2021-06-04 10:00","2021-06-04 11:00"
국문,명동역 E/V 설치공사로 인한 이동 불가 안내,"현재 4호선 명동역 E/V 설치공사로 인하여 승강기를 이용하여 승강장-외부간 이동이 불가합니다.휠체어 이용 고객님께서는 인접역(충무로역, 회현역)으로 우회하여 이동하시기 바랍니다.조속히 공사를 완료하여 이동하시는데 불편함이 없도록 하겠습니다.- E/V 설치공사 기간: 현재 ~ 2021. 12월 말","2021-05-26 00:00","2022-01-01 00:00"
국문,장애인의 날 퀴즈 맞추기 이벤트,"지하철 1∼8호선 운영하는 서울교통공사는 교통약자 이동권 증진을 위해끊임없이 노력하겠습니다. 서울교통공사에서는 청각,언어장애인 이동편의 증진을 위해 □□ □□□□□를 45개역에 45대를 설치 운영하고 있습니다. 과연 무엇일까요?☞ 공사 홈페이지 2020년 11월 공지사항에 혹시 힌트가 ?· 응모기간 : 2021.4.14.(수)∼4.20(화), 7일간· 응모대상 : “또타지하철” 앱 사용자 누구나· 추 첨 일 : 2021.4.21.(수)· 당첨인원 : 20명(전산추첨으로 경품은 랜덤)· 경품내용 : 또타인형, 블루투스 스피커, 모자, 안경케이스· 참여방법 : 또타지하철 앱 → 시민참여 → 시민문화초청","2021-04-14 00:00","2021-04-21 00:00"
국문,열차운행 시각표 조정 안내 (2호선),수송 수요 변화를 반영하여 열차 시각표를 다음과 같이 일부 조정합니다. 열차 이용에 참고하시기 바랍니다.1. 시행일자 : 2021. 4. 1.(목) 첫차부터2. 대상호선 : 2호선 평일 열차운행 (지선 제외)3. 주요내용  - 열차번호를 출발역 기준으로 재부여  - 오전시간 열차운행 조정  - 운행횟수 변경 : 518회 → 517회4. 변경된 열차 시각표는 또타지하철앱 시간표 및 아래 홈페이지 링크의 첨부 파일을 참조하시기 바랍니다.,"2021-04-01 15:00","2021-04-07 00:00"
국문,여의도 봄꽃 축제 관련 알림,"여의도 봄꽃 축제와 관련하여,4.3.(토)~4.4.(일), 4.10.(토)~4.11.(일)상황에 따라 5호선 여의나루역 무정차 통과가실시될 수 있습니다.","2021-04-01 00:00","2021-04-08 00:00"
국문,또타지하철 앱 노선도 변경 알림,"또타지하철 앱 노선도 변경을 공지드립니다. 기존 (주)네이버와의 협약을 통해 또타지하철 앱에 노선도를 제공하였으나, 협약이 종료되어 공사에서 자체 제작하는 노선도로 변경되었습니다.변경일시: 2021. 3. 30.(화)변경내용: 노선도 변경(네이버 노선도 → 서울교통공사 노선도)변경사유: 노선도 제공 협약 종료또타지하철 앱을 이용하시는 고객님의 많은 이해를 부탁드립니다. 감사합니다.","2021-03-30 00:00","2021-04-14 00:00"
국문,하남선(5호선 연장) 또타지하철 앱 반영일정 알림,"[하남선(5호선 연장) 또타지하철 앱 반영일정 알림]하남선(5호선 연장) 강일역, 하남시청역, 하남검단산역의 또타지하철 반영은&apos;21. 4. 2.(금)까지 완료될 예정입니다.또타지하철 앱 이용에 참고하시기 바라며, 반영 지연으로 인한 불편을 드려 죄송합니다.반영 이전까지 하남선(5호선 연장) 구간의 노선정보는 서울교통공사 사이버스테이션(아래 링크)에서 확인이 가능합니다.","2021-03-29 00:00","2021-03-30 00:00"
국문,"7호선(석남 연장 구간) 영업시운전 열차시각표 변경 안내",[7호선(석남 연장 구간) 영업시운전 열차시각표 변경 안내]7호선(석남 연장) 구간의 영업 시운전 계획에 따른 열차시각표 변경을 안내드립니다.○ 변경기간 : 2021. 3. 27.(토) ~ 4. 23.(금) / 28일간○ 대상호선 : 7호선 전구간 ○ 변경된 열차시각표는 또타지하철 앱 내 역별 시각표를 참고하시기 바랍니다.,"2021-03-29 00:00","2021-04-24 00:00"
국문,하남선(5호선 연장) 2단계 구간 개통 안내,"[하남선(5호선 연장) 2단계 구간 개통 안내]□ 신설역명 : 강일역, 하남시청역, 하남검단산역□ 개통구간 : 하남풍산 ~ 하남검단산 (3.0km)□ 영업개시 : 2021. 3. 27.(토) 첫차부터□ 운행시격  - 평일 : 10분(출퇴근시), 12~24분(평시)  - 토,일,공휴일 : 12~24분□ 열차시각표 (5호선): 아래 링크 참조□ 하남선(5호선 연장) 2단계 구간의 또타지하철 앱 반영은 4월 초에 진행될 예정입니다.","2021-03-26 00:00","2021-04-30 00:00"
국문,장애인 시위 종료,서울교통공사에서 알려드립니다.장애인단체의 지하철타기 시위는 15:10경 종료되었으며 시위의 영향으로 지연되고 있는 5호선 열차의 운행시격 회복을 위해 최선을 다하고 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다. 03-12 15:22:35,"2021-03-12 15:22","2021-03-12 16:22"
국문,장애인 이동권 요구로 5호선 열차 지연,서울교통공사에서 알려드립니다.현재 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 진행되고 있습니다.이에 따라 5호선 동대문역사문화공원역에서 여의도역간 열차운행이 지연되고 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-12 15:00:00,"2021-03-12 15:00","2021-03-12 16:00"
국문,장애인 이동권 요구로 5호선 열차 지연,서울교통공사에서 알려드립니다.현재 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 진행되고 있습니다.이에 따라 5호선 동대문역사문화공원역에서 여의도역간 열차운행이 지연되고 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-12 14:33:29,"2021-03-12 14:33","2021-03-12 15:33"
국문,"5호선 장애인단체 열차시위 사전예고",서울교통공사에서 알려드립니다.오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 11:59:33 03-12 13:57:49,"2021-03-12 13:57","2021-03-12 14:57"
국문,"5호선 장애인단체 열차시위 사전예고",서울교통공사에서 알려드립니다.오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 11:59:33,"2021-03-12 11:59","2021-03-12 12:59"
국문,"5호선 장애인단체 열차시위 사전예고",서울교통공사에서 알려드립니다.오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 10:01:19,"2021-03-12 10:01","2021-03-12 11:01"
국문,"7호선 상동역 정상운행","7호선 상동역 연기발생 관련 무정차 통과는 19:05경부터 정상 운행하고 있습니다. 열차 이용에 참고하시기 바랍니다. -서울교통공사- 03-09 19:16:50","2021-03-09 19:16","2021-03-09 20:16"
국문,"7호선 상도역 무정차 통과","7호선 상동역 연기발? 관련 안전조치 관계로 18:50부터 상동역(상하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다.  -서울교통공사- 03-09 19:05:06","2021-03-09 19:05","2021-03-09 20:05"
국문,경찰청 유실물 포털 LOST 112 일시적 사용 불가 안내,"경찰청 유실물 포털 사이트(www.lost112.go.kr)의 운영이 일시적으로 중단됩니다.시민들께서는 사이트 접속이 불가하며 우리 공사 직원의 유실물 처리 응대도 원활하게 이루어지지 않을 수 있는 점 양해바랍니다.○ 기간: 2021년 2월 20일(토) 07:00            ~ 2월 21일(일) 24:00, 41시간○ 사유: 경찰청 유실물 포털 사이트 장비 교체○ 내용: 공사 직원 및 시민 모두 사이트 접속 불가","2021-02-17 00:00","2021-02-22 00:00"
국문,"4호선 신조전동차 디자인 선호도 조사","2022년 하반기부터 4호선에서 운행을 시작 할 신조전동차의디자인(외형, 실내) 선호도 조사를 실시합니다시민여러분의 많은 참여 바랍니다?기간: 2021년 02월 15일 07시 ~ 02월 20일 18시?참여방법: 아래 링크 클릭 투표참여","2021-02-16 00:00","2021-02-20 18:00"
국문,지하철 혼잡도 사전예보제 실시 알림,서울교통공사는 지하철 혼잡도 완화를 위해 일별 지하철 혼잡도를 사전예보하여 홈페이지에 게시하고 있습니다.자세한 사항 및 혼잡도 예보 확인은 아래 링크(홈페이지 일별 사전예보 공지사항)를 참조하시기 바랍니다.,"2021-02-16 00:00","2022-09-05 00:00"
국문,장애인 단체 시위 종료,"4호선 당고개역에서 서울역간 장애인 단체의 &apos;휠체어로 지하철 타기&apos; 시위는 17:48 부로 종료 되었으며, 시위 여파로 인하여 4호선 전구간 열차가 지연운행 되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. - 서울교통공사 종합관제단 02-10 17:53:00","2021-02-10 17:53","2021-02-10 18:53"
국문,장애인 단체 시위로 인한 4호선 전구간 열차지연 ,현재 4호선 당고개역에서 서울역간 장애인 단체의 &apos;휠체어로 지하철 타기&apos; 시위로 인하여 4호선 전구간 열차가 상당시간 지연운행 되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. - 서울교통공사 종합관제단 02-10 16:59:29,"2021-02-10 16:00","2021-02-10 17:00"
국문,장애인 단체 시위로 인한 4호선 열차지연 ,현재 4호선 당고개역에서 서울역까지 장애인 단체의 &apos;휠체어로 지하철 타기&apos; 시위로 인하여 열차 운행이 상당시간 지연되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. - 서울교통공사 종합관제단 02-10 15:49:07,"2021-02-10 15:00","2021-02-10 15:00"
국문,장애인 단체 시위로 인한 4호선 열차지연 ,현재 4호선 당고개역에서 서울역까지 장애인 단체의 &apos;휠체어로 지하철 타기&apos; 시위로 인하여 열차 운행이 상당시간 지연되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. - 서울교통공사 종합관제단 02-10 15:29:07 02-10 15:33:15,"2021-02-10 15:00","2021-02-10 15:00"
국문,장애인 단체 시위로 인한 4호선 열차지연 ,현재 4호선 당고개역에서 서울역까지 장애인 단체의 &apos;휠체어로 지하철 타기&apos; 시위로 인하여 열차 운행이 상당시간 지연되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. - 서울교통공사 종합관제단 02-10 15:29:07,"2021-02-10 15:00","2021-02-10 17:30"
국문,"4호선 장애인 단체 열차시위 중","4호선 당고개역에서 서울역까지 장애인 단체에서 &apos;휠체어로 지하철 타기&apos; 시위로 인하여 4호선 당고개역에서 서울역 간 열차 운행이 상당시간 지연되고 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. - 서울교통공사 종합관제단  02-10 15:22:57","2021-02-10 15:00","2021-02-10 15:00"
국문,"4호선 장애인단체 열차시위 사전예고",오늘 오후 2시부터 4호선 당고개역에서 서울역까지 장애인단체에서 휠체어로 지하철타기 시위가 있을 예정입니다.이에 따라 4호선 당고개역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.,"2021-02-10 11:30","2021-02-10 15:00"
국문,"4호선 장애인단체 열차시위 사전예고",오늘 14시부터 4호선 당고개역에서 서울역까지 장애인단체에서 휠체어로 지하철 타기 시위가 있을 예정입니다.이에 따라 4호선 당고개역에서 서울역 간 열차 운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 02-10 10:08:58,"2021-02-10 10:08","2021-02-10 11:08"
국문,"2호선 열차 정상운행(작업 조치 완료)",강풍으로 2호선 구로디지털단지역 외선 전차선 상부 천장 마감재 처짐 발생은 조치 완료되어 열차 정상운행 중입니다.열차 안전운행에 협조해 주신 고객여러분께 감사드립니다. 01-28 20:00:16,"2021-01-28 20:00","2021-01-28 21:00"
